order_id,product_code,product_name,quantity,price,discount
13,PROD-075,Up-sized discrete database,3,73.37,0
13,PROD-117,Integrated dedicated neural-net,3,83.43,0
13,PROD-177,Front-line methodical attitude,1,137.6,0
13,PROD-170,Mandatory fresh-thinking contingency,3,63.22,0
13,PROD-196,Persevering clear-thinking installation,1,9.27,0
14,PROD-133,Virtual tangible algorithm,2,140.56,0
14,PROD-158,Persistent methodical monitoring,3,120.55,0
14,PROD-178,Multi-layered 24/7 customer loyalty,3,111.74,0
15,PROD-036,Reduced mission-critical standardization,2,81.05,0
15,PROD-126,Realigned uniform artificial intelligence,3,51.21,0.21
15,PROD-149,Assimilated bottom-line model,3,108.09,0
15,PROD-184,Versatile disintermediate toolset,2,93.51,0.29
15,PROD-129,Inverse systemic implementation,2,51.6,0
16,PROD-199,Team-oriented grid-enabled success,1,35.83,0
16,PROD-074,Re-engineered neutral interface,2,93.35,0
17,PROD-047,Multi-tiered full-range standardization,3,88.72,0.3
17,PROD-167,Visionary tangible forecast,2,13.11,0
17,PROD-087,Synchronized attitude-oriented methodology,2,147.08,0
17,PROD-081,Grass-roots discrete parallelism,2,19.16,0.03
18,PROD-099,Expanded national approach,2,72.8,0
19,PROD-198,Persevering systemic moderator,2,47.3,0
20,PROD-137,Re-engineered object-oriented neural-net,1,89.66,0.3
20,PROD-034,Synergized executive strategy,3,130.08,0.26
20,PROD-166,Multi-channeled disintermediate firmware,3,18.33,0
21,PROD-102,Cloned global customer loyalty,2,85.19,0
22,PROD-063,Programmable high-level capability,3,7.59,0
22,PROD-161,Reduced heuristic focus group,2,142.13,0.16
22,PROD-029,Object-based holistic architecture,2,122.49,0
22,PROD-118,Progressive bi-directional customer loyalty,1,90.51,0
22,PROD-012,Open-source clear-thinking hierarchy,3,147.31,0.08
23,PROD-011,Optional empowering ability,3,93.41,0.08
23,PROD-193,Vision-oriented empowering process improvement,2,110.98,0.28
24,PROD-129,Inverse systemic implementation,2,60.57,0
24,PROD-030,Ergonomic multi-tasking encryption,3,10.35,0
24,PROD-167,Visionary tangible forecast,3,8.4,0.06
25,PROD-087,Synchronized attitude-oriented methodology,2,130.03,0
25,PROD-005,Optimized incremental middleware,1,45.6,0.13
25,PROD-110,Triple-buffered clear-thinking moderator,3,12.01,0
26,PROD-107,Centralized hybrid synergy,3,122.46,0
27,PROD-035,Function-based homogeneous budgetary management,2,39.77,0.22
27,PROD-029,Object-based holistic architecture,2,45.96,0
27,PROD-060,Visionary background superstructure,3,37.27,0
28,PROD-165,Right-sized heuristic matrix,1,95.22,0
28,PROD-103,Self-enabling encompassing hub,1,56.45,0
28,PROD-111,Robust optimizing database,2,67.15,0.23
28,PROD-190,Reduced needs-based workforce,2,29.21,0.28
28,PROD-131,Realigned incremental instruction set,2,102.8,0
29,PROD-107,Centralized hybrid synergy,3,48.23,0
29,PROD-068,Reduced disintermediate workforce,3,51.7,0.09
29,PROD-104,Monitored user-facing moratorium,3,28.73,0.06
30,PROD-017,Right-sized bifurcated support,3,73.64,0
31,PROD-004,Persistent human-resource software,1,27.84,0
31,PROD-092,Function-based well-modulated project,1,79.31,0
31,PROD-149,Assimilated bottom-line model,3,145.64,0.12
32,PROD-001,Synchronized dedicated Graphical User Interface,1,135.77,0
32,PROD-098,Operative well-modulated artificial intelligence,2,52.13,0
32,PROD-100,Total needs-based concept,1,20.15,0
32,PROD-076,Reactive dedicated encoding,3,59.78,0.23
33,PROD-067,Seamless multi-tasking capacity,1,40.69,0.26
33,PROD-093,Networked clear-thinking Graphic Interface,1,22.18,0
33,PROD-010,Reactive discrete groupware,3,105.21,0
34,PROD-035,Function-based homogeneous budgetary management,3,21.25,0.24
34,PROD-028,Sharable scalable time-frame,3,72.42,0
35,PROD-153,Re-engineered optimizing ability,1,10.87,0
35,PROD-110,Triple-buffered clear-thinking moderator,1,71.65,0.08
35,PROD-072,Devolved intangible superstructure,1,7.9,0
35,PROD-040,Seamless modular implementation,3,125.43,0
36,PROD-041,Operative demand-driven groupware,3,46.91,0
36,PROD-052,Organized interactive collaboration,3,14.35,0.27
36,PROD-135,Total national archive,1,134.26,0.02
36,PROD-028,Sharable scalable time-frame,1,102.41,0
37,PROD-079,Extended logistical collaboration,1,115.48,0.26
37,PROD-049,Public-key bandwidth-monitored encryption,3,66.75,0.08
38,PROD-115,Customer-focused 4thgeneration process improvement,3,114.25,0.27
38,PROD-189,Mandatory fresh-thinking framework,3,144.14,0.02
38,PROD-046,Stand-alone incremental process improvement,3,79.29,0.02
38,PROD-038,Customizable interactive focus group,2,52.07,0
39,PROD-173,Persevering bi-directional flexibility,3,117.94,0.06
39,PROD-192,Sharable even-keeled service-desk,3,110.12,0
40,PROD-123,Pre-emptive analyzing orchestration,2,11.54,0
40,PROD-124,Sharable uniform archive,1,42.52,0
40,PROD-147,Switchable scalable process improvement,3,105.65,0
41,PROD-060,Visionary background superstructure,2,68.33,0.04
41,PROD-188,Programmable local archive,1,58.67,0.3
42,PROD-132,Customizable motivating focus group,3,63.47,0.27
42,PROD-043,Grass-roots well-modulated data-warehouse,2,11.14,0
42,PROD-153,Re-engineered optimizing ability,1,46.25,0
42,PROD-173,Persevering bi-directional flexibility,3,5.51,0.16
42,PROD-104,Monitored user-facing moratorium,2,71.82,0.18
43,PROD-024,Devolved heuristic open architecture,3,124.89,0
43,PROD-196,Persevering clear-thinking installation,1,6.55,0
44,PROD-074,Re-engineered neutral interface,2,117.07,0
44,PROD-196,Persevering clear-thinking installation,2,40.25,0
44,PROD-139,Expanded system-worthy Internet solution,3,83.09,0
45,PROD-056,Programmable radical instruction set,2,36.21,0.15
45,PROD-006,Self-enabling impactful website,1,113.94,0
45,PROD-089,Robust grid-enabled interface,2,135.85,0
45,PROD-002,Fully-configurable leadingedge orchestration,1,137.52,0
45,PROD-005,Optimized incremental middleware,2,36.78,0.25
46,PROD-094,Cross-group global structure,3,101.41,0
46,PROD-103,Self-enabling encompassing hub,1,120.49,0.26
47,PROD-121,Ergonomic directional circuit,3,85.22,0.21
48,PROD-082,Reverse-engineered context-sensitive analyzer,1,97.22,0
48,PROD-087,Synchronized attitude-oriented methodology,3,100.46,0.01
48,PROD-151,Business-focused tertiary initiative,2,113.44,0
48,PROD-064,Automated reciprocal software,3,42.01,0.09
49,PROD-151,Business-focused tertiary initiative,1,29.0,0
49,PROD-056,Programmable radical instruction set,3,26.66,0.09
50,PROD-115,Customer-focused 4thgeneration process improvement,3,68.61,0
50,PROD-164,Reactive incremental artificial intelligence,3,138.88,0
51,PROD-097,Devolved transitional matrix,1,101.87,0
51,PROD-098,Operative well-modulated artificial intelligence,3,25.52,0
51,PROD-059,Monitored systemic contingency,1,134.15,0
52,PROD-180,Exclusive tangible core,3,114.44,0
52,PROD-065,Configurable optimal access,3,104.47,0
52,PROD-107,Centralized hybrid synergy,1,145.21,0.18
53,PROD-086,Balanced multi-state superstructure,3,30.37,0.08
53,PROD-196,Persevering clear-thinking installation,3,144.19,0
54,PROD-075,Up-sized discrete database,3,54.41,0
54,PROD-047,Multi-tiered full-range standardization,3,70.05,0.19
54,PROD-098,Operative well-modulated artificial intelligence,1,145.76,0
54,PROD-173,Persevering bi-directional flexibility,3,52.9,0
54,PROD-085,Synchronized solution-oriented collaboration,3,11.25,0
55,PROD-048,Future-proofed human-resource service-desk,1,146.04,0
55,PROD-051,Focused radical infrastructure,3,78.87,0
55,PROD-179,Object-based zero-defect functionalities,2,97.67,0
55,PROD-199,Team-oriented grid-enabled success,1,87.72,0
56,PROD-111,Robust optimizing database,2,64.62,0
56,PROD-025,Fundamental zero administration workforce,1,98.54,0.28
57,PROD-033,Synergistic responsive forecast,1,28.18,0
57,PROD-041,Operative demand-driven groupware,1,126.83,0.13
57,PROD-064,Automated reciprocal software,1,109.19,0
57,PROD-072,Devolved intangible superstructure,1,83.16,0
57,PROD-025,Fundamental zero administration workforce,2,16.67,0
58,PROD-178,Multi-layered 24/7 customer loyalty,1,48.44,0
58,PROD-120,Optimized dynamic Internet solution,1,112.99,0
58,PROD-022,Fundamental multi-state info-mediaries,1,54.49,0
59,PROD-059,Monitored systemic contingency,2,148.52,0
59,PROD-007,Adaptive motivating conglomeration,2,62.37,0
59,PROD-070,Horizontal even-keeled budgetary management,2,24.4,0
59,PROD-046,Stand-alone incremental process improvement,1,123.47,0
59,PROD-129,Inverse systemic implementation,1,70.18,0
60,PROD-125,Visionary bifurcated moratorium,1,18.68,0
60,PROD-179,Object-based zero-defect functionalities,1,55.99,0
61,PROD-097,Devolved transitional matrix,1,146.28,0
61,PROD-003,Open-source non-volatile emulation,3,57.9,0
61,PROD-114,Open-source directional budgetary management,1,119.02,0
61,PROD-101,Enterprise-wide stable utilization,3,72.98,0.18
62,PROD-108,Team-oriented asynchronous utilization,2,130.44,0.1
62,PROD-134,Configurable solution-oriented capacity,2,11.04,0
62,PROD-045,Open-architected transitional projection,2,63.49,0
63,PROD-144,Self-enabling content-based moratorium,2,19.74,0
63,PROD-163,Reduced client-driven matrix,3,117.6,0
63,PROD-054,Persistent grid-enabled workforce,3,74.3,0
63,PROD-092,Function-based well-modulated project,1,54.3,0.26
63,PROD-148,Automated multi-tasking matrices,1,112.54,0
64,PROD-158,Persistent methodical monitoring,1,23.92,0
64,PROD-042,Universal bifurcated frame,2,140.34,0
64,PROD-060,Visionary background superstructure,2,89.87,0.28
65,PROD-043,Grass-roots well-modulated data-warehouse,2,19.25,0
65,PROD-128,Stand-alone even-keeled leverage,3,34.5,0
65,PROD-113,Up-sized full-range workforce,2,126.46,0.03
66,PROD-002,Fully-configurable leadingedge orchestration,3,64.7,0.1
67,PROD-181,Vision-oriented heuristic frame,3,121.59,0.14
67,PROD-140,Universal attitude-oriented Local Area Network,2,15.57,0.17
67,PROD-009,Up-sized actuating portal,3,133.89,0.04
67,PROD-167,Visionary tangible forecast,1,67.09,0
68,PROD-030,Ergonomic multi-tasking encryption,3,38.89,0.19
68,PROD-096,Customer-focused discrete analyzer,1,149.59,0
68,PROD-192,Sharable even-keeled service-desk,2,136.64,0
68,PROD-068,Reduced disintermediate workforce,3,67.42,0
69,PROD-181,Vision-oriented heuristic frame,1,101.12,0
69,PROD-066,Object-based systematic support,2,34.82,0
69,PROD-019,Adaptive zero-defect portal,2,140.24,0
69,PROD-163,Reduced client-driven matrix,3,25.57,0
69,PROD-192,Sharable even-keeled service-desk,2,16.86,0
70,PROD-197,Seamless zero-defect analyzer,2,70.62,0.03
70,PROD-091,Open-source hybrid capacity,2,5.82,0.18
70,PROD-078,Vision-oriented directional standardization,1,82.42,0
70,PROD-159,Versatile even-keeled open system,1,53.81,0
71,PROD-086,Balanced multi-state superstructure,2,34.32,0.05
71,PROD-177,Front-line methodical attitude,3,83.46,0
71,PROD-107,Centralized hybrid synergy,1,114.99,0.29
72,PROD-141,Vision-oriented optimal support,3,140.47,0
73,PROD-135,Total national archive,2,17.95,0
73,PROD-128,Stand-alone even-keeled leverage,3,144.86,0.17
74,PROD-175,Reduced zero administration capability,1,92.94,0
74,PROD-005,Optimized incremental middleware,1,45.6,0
74,PROD-188,Programmable local archive,2,121.62,0
75,PROD-023,Integrated mobile website,3,146.91,0
75,PROD-061,Cross-group tertiary customer loyalty,1,86.06,0
75,PROD-018,Fundamental impactful encoding,2,112.39,0.29
75,PROD-118,Progressive bi-directional customer loyalty,3,51.26,0
76,PROD-143,Automated asynchronous success,3,45.09,0.04
77,PROD-019,Adaptive zero-defect portal,2,92.24,0
77,PROD-157,Synergized uniform utilization,3,32.86,0
77,PROD-124,Sharable uniform archive,3,35.06,0
77,PROD-045,Open-architected transitional projection,1,36.42,0
77,PROD-055,Digitized systematic budgetary management,3,26.28,0
78,PROD-148,Automated multi-tasking matrices,1,35.48,0.15
78,PROD-101,Enterprise-wide stable utilization,1,124.26,0.19
78,PROD-139,Expanded system-worthy Internet solution,1,54.37,0
78,PROD-002,Fully-configurable leadingedge orchestration,3,78.12,0
78,PROD-034,Synergized executive strategy,2,104.5,0.04
79,PROD-157,Synergized uniform utilization,3,136.88,0.21
80,PROD-177,Front-line methodical attitude,2,143.5,0
80,PROD-192,Sharable even-keeled service-desk,2,98.78,0
80,PROD-135,Total national archive,1,94.41,0
80,PROD-141,Vision-oriented optimal support,2,109.22,0
80,PROD-195,Enhanced composite interface,1,117.41,0
81,PROD-114,Open-source directional budgetary management,1,111.03,0
82,PROD-047,Multi-tiered full-range standardization,3,14.58,0
82,PROD-147,Switchable scalable process improvement,1,75.11,0
82,PROD-009,Up-sized actuating portal,3,76.33,0
83,PROD-161,Reduced heuristic focus group,1,89.15,0
83,PROD-077,Enhanced modular project,3,142.29,0
83,PROD-146,Vision-oriented regional archive,3,57.04,0
83,PROD-060,Visionary background superstructure,1,49.26,0
84,PROD-163,Reduced client-driven matrix,1,35.7,0
84,PROD-180,Exclusive tangible core,1,57.2,0
85,PROD-138,Extended client-server complexity,3,33.06,0.28
85,PROD-077,Enhanced modular project,2,98.15,0
85,PROD-023,Integrated mobile website,1,24.16,0
85,PROD-118,Progressive bi-directional customer loyalty,3,22.89,0
85,PROD-197,Seamless zero-defect analyzer,3,149.0,0
86,PROD-045,Open-architected transitional projection,1,42.15,0.21
86,PROD-115,Customer-focused 4thgeneration process improvement,2,145.28,0
86,PROD-042,Universal bifurcated frame,2,44.87,0
87,PROD-002,Fully-configurable leadingedge orchestration,2,117.12,0.28
87,PROD-178,Multi-layered 24/7 customer loyalty,3,31.51,0
87,PROD-062,Exclusive zero administration architecture,2,140.01,0
88,PROD-175,Reduced zero administration capability,1,120.89,0
88,PROD-128,Stand-alone even-keeled leverage,2,30.01,0
88,PROD-146,Vision-oriented regional archive,1,129.15,0
88,PROD-118,Progressive bi-directional customer loyalty,1,142.62,0
89,PROD-108,Team-oriented asynchronous utilization,2,99.61,0
89,PROD-022,Fundamental multi-state info-mediaries,2,76.93,0.0
89,PROD-066,Object-based systematic support,3,43.77,0
89,PROD-001,Synchronized dedicated Graphical User Interface,1,60.86,0
89,PROD-013,Persevering modular support,1,95.45,0
90,PROD-054,Persistent grid-enabled workforce,3,103.53,0
90,PROD-147,Switchable scalable process improvement,1,138.16,0
90,PROD-001,Synchronized dedicated Graphical User Interface,2,68.27,0
90,PROD-188,Programmable local archive,3,30.39,0
90,PROD-200,Monitored 24/7 groupware,2,16.17,0
91,PROD-154,Cross-platform coherent hardware,1,149.82,0.22
91,PROD-078,Vision-oriented directional standardization,3,110.12,0
92,PROD-119,Customer-focused reciprocal parallelism,2,142.21,0
92,PROD-113,Up-sized full-range workforce,3,123.62,0
92,PROD-152,Pre-emptive secondary pricing structure,2,11.46,0.18
92,PROD-041,Operative demand-driven groupware,3,35.9,0
93,PROD-088,Centralized 3rdgeneration orchestration,2,134.56,0.2
93,PROD-123,Pre-emptive analyzing orchestration,3,51.84,0
93,PROD-086,Balanced multi-state superstructure,2,101.54,0.04
94,PROD-050,User-centric actuating portal,2,55.58,0
94,PROD-142,Innovative web-enabled core,1,52.97,0.25
95,PROD-035,Function-based homogeneous budgetary management,2,7.19,0.08
96,PROD-189,Mandatory fresh-thinking framework,3,112.98,0
96,PROD-142,Innovative web-enabled core,1,61.97,0.03
97,PROD-055,Digitized systematic budgetary management,3,79.12,0.11
97,PROD-121,Ergonomic directional circuit,1,35.96,0.23
97,PROD-077,Enhanced modular project,3,105.74,0
97,PROD-019,Adaptive zero-defect portal,2,31.5,0.1
98,PROD-189,Mandatory fresh-thinking framework,2,69.53,0
98,PROD-151,Business-focused tertiary initiative,1,110.91,0
98,PROD-170,Mandatory fresh-thinking contingency,1,120.67,0
99,PROD-116,Stand-alone fault-tolerant Internet solution,1,67.79,0.24
99,PROD-120,Optimized dynamic Internet solution,1,109.75,0.3
99,PROD-004,Persistent human-resource software,3,37.07,0
100,PROD-086,Balanced multi-state superstructure,1,126.55,0
100,PROD-089,Robust grid-enabled interface,1,7.08,0
100,PROD-064,Automated reciprocal software,2,141.82,0.26
101,PROD-082,Reverse-engineered context-sensitive analyzer,1,117.94,0
102,PROD-171,Expanded dynamic forecast,3,58.44,0.12
102,PROD-183,Function-based fresh-thinking encryption,2,125.24,0
102,PROD-001,Synchronized dedicated Graphical User Interface,2,93.5,0
103,PROD-120,Optimized dynamic Internet solution,3,126.18,0
103,PROD-053,Front-line analyzing knowledge user,3,49.32,0
103,PROD-141,Vision-oriented optimal support,2,8.52,0
104,PROD-041,Operative demand-driven groupware,1,6.95,0
104,PROD-168,Operative explicit model,2,146.28,0
104,PROD-123,Pre-emptive analyzing orchestration,2,5.45,0.25
104,PROD-094,Cross-group global structure,3,27.48,0
105,PROD-176,Synergized interactive analyzer,3,125.86,0
105,PROD-112,Profound executive model,2,34.28,0
105,PROD-033,Synergistic responsive forecast,1,21.41,0
105,PROD-036,Reduced mission-critical standardization,1,92.49,0.07
106,PROD-019,Adaptive zero-defect portal,2,58.47,0.28
106,PROD-007,Adaptive motivating conglomeration,2,100.94,0.14
107,PROD-174,Adaptive maximized benchmark,1,129.64,0
107,PROD-137,Re-engineered object-oriented neural-net,3,7.46,0
107,PROD-198,Persevering systemic moderator,2,10.33,0
107,PROD-001,Synchronized dedicated Graphical User Interface,1,51.79,0
108,PROD-170,Mandatory fresh-thinking contingency,2,12.38,0
108,PROD-130,Multi-layered object-oriented functionalities,1,148.77,0.18
109,PROD-105,Enhanced client-server installation,2,120.36,0.14
109,PROD-047,Multi-tiered full-range standardization,1,149.07,0
109,PROD-147,Switchable scalable process improvement,1,96.25,0
109,PROD-134,Configurable solution-oriented capacity,2,89.47,0
109,PROD-144,Self-enabling content-based moratorium,3,53.09,0
110,PROD-061,Cross-group tertiary customer loyalty,3,130.79,0
110,PROD-171,Expanded dynamic forecast,2,93.12,0
110,PROD-160,Customer-focused executive protocol,3,39.08,0
110,PROD-116,Stand-alone fault-tolerant Internet solution,2,52.11,0
111,PROD-158,Persistent methodical monitoring,1,53.02,0
112,PROD-074,Re-engineered neutral interface,2,117.72,0
112,PROD-146,Vision-oriented regional archive,3,53.25,0.16
112,PROD-170,Mandatory fresh-thinking contingency,1,66.62,0
112,PROD-017,Right-sized bifurcated support,3,86.01,0
112,PROD-079,Extended logistical collaboration,1,36.11,0.13
113,PROD-089,Robust grid-enabled interface,1,62.5,0
114,PROD-130,Multi-layered object-oriented functionalities,2,139.06,0
115,PROD-089,Robust grid-enabled interface,3,117.48,0.1
115,PROD-069,Switchable stable synergy,1,95.53,0
115,PROD-189,Mandatory fresh-thinking framework,2,128.14,0.11
116,PROD-196,Persevering clear-thinking installation,1,64.98,0.29
116,PROD-131,Realigned incremental instruction set,1,41.7,0
116,PROD-019,Adaptive zero-defect portal,3,34.81,0
117,PROD-173,Persevering bi-directional flexibility,3,106.34,0
117,PROD-048,Future-proofed human-resource service-desk,2,74.7,0
118,PROD-064,Automated reciprocal software,3,67.91,0
118,PROD-148,Automated multi-tasking matrices,1,32.19,0
118,PROD-097,Devolved transitional matrix,1,134.17,0
118,PROD-121,Ergonomic directional circuit,1,69.75,0.04
118,PROD-045,Open-architected transitional projection,1,146.25,0
119,PROD-039,Ameliorated multimedia conglomeration,2,110.98,0
119,PROD-136,Expanded homogeneous intranet,2,8.03,0
119,PROD-139,Expanded system-worthy Internet solution,1,18.26,0.1
119,PROD-157,Synergized uniform utilization,2,109.43,0
120,PROD-066,Object-based systematic support,1,103.1,0
120,PROD-157,Synergized uniform utilization,2,115.71,0
120,PROD-119,Customer-focused reciprocal parallelism,3,141.23,0.19
120,PROD-048,Future-proofed human-resource service-desk,1,5.69,0
120,PROD-116,Stand-alone fault-tolerant Internet solution,2,98.81,0
121,PROD-100,Total needs-based concept,2,36.29,0
121,PROD-055,Digitized systematic budgetary management,3,14.31,0
122,PROD-052,Organized interactive collaboration,3,133.14,0
122,PROD-060,Visionary background superstructure,1,115.69,0
122,PROD-105,Enhanced client-server installation,1,148.45,0
122,PROD-101,Enterprise-wide stable utilization,3,45.24,0
122,PROD-151,Business-focused tertiary initiative,1,7.89,0
123,PROD-089,Robust grid-enabled interface,3,64.36,0
123,PROD-130,Multi-layered object-oriented functionalities,2,91.17,0
124,PROD-170,Mandatory fresh-thinking contingency,3,101.12,0
124,PROD-072,Devolved intangible superstructure,1,61.82,0.25
125,PROD-150,Synergized full-range parallelism,3,62.13,0.08
126,PROD-190,Reduced needs-based workforce,2,73.31,0.07
126,PROD-152,Pre-emptive secondary pricing structure,1,18.17,0
126,PROD-038,Customizable interactive focus group,3,63.33,0
126,PROD-011,Optional empowering ability,1,27.71,0
126,PROD-169,De-engineered impactful throughput,3,112.2,0
127,PROD-181,Vision-oriented heuristic frame,1,138.02,0
127,PROD-027,Proactive reciprocal leverage,2,146.21,0.24
127,PROD-197,Seamless zero-defect analyzer,2,80.33,0
127,PROD-087,Synchronized attitude-oriented methodology,1,53.53,0
128,PROD-171,Expanded dynamic forecast,2,14.15,0.01
128,PROD-192,Sharable even-keeled service-desk,1,70.27,0
128,PROD-182,Assimilated actuating migration,3,25.49,0
129,PROD-185,Multi-tiered secondary installation,3,46.31,0
129,PROD-197,Seamless zero-defect analyzer,2,113.1,0
130,PROD-143,Automated asynchronous success,1,70.17,0
130,PROD-140,Universal attitude-oriented Local Area Network,1,99.67,0
130,PROD-182,Assimilated actuating migration,2,41.05,0.23
130,PROD-176,Synergized interactive analyzer,3,94.16,0
130,PROD-146,Vision-oriented regional archive,2,143.0,0.27
131,PROD-139,Expanded system-worthy Internet solution,2,49.05,0
132,PROD-049,Public-key bandwidth-monitored encryption,1,52.07,0
132,PROD-148,Automated multi-tasking matrices,2,17.42,0
132,PROD-139,Expanded system-worthy Internet solution,2,129.34,0
133,PROD-192,Sharable even-keeled service-desk,1,136.73,0
134,PROD-095,Progressive disintermediate standardization,1,105.62,0.24
134,PROD-158,Persistent methodical monitoring,3,107.44,0
134,PROD-039,Ameliorated multimedia conglomeration,1,117.21,0.04
134,PROD-075,Up-sized discrete database,1,7.17,0
135,PROD-122,Advanced motivating complexity,3,86.08,0
135,PROD-009,Up-sized actuating portal,2,65.58,0
135,PROD-085,Synchronized solution-oriented collaboration,3,44.36,0
135,PROD-187,Open-architected eco-centric emulation,3,17.38,0.27
135,PROD-097,Devolved transitional matrix,3,6.22,0
136,PROD-063,Programmable high-level capability,2,72.95,0
136,PROD-199,Team-oriented grid-enabled success,1,21.4,0
136,PROD-186,Exclusive zero-defect support,2,113.92,0
136,PROD-159,Versatile even-keeled open system,1,91.32,0
136,PROD-133,Virtual tangible algorithm,2,95.75,0.09
137,PROD-004,Persistent human-resource software,1,96.34,0.19
138,PROD-183,Function-based fresh-thinking encryption,1,141.87,0
138,PROD-018,Fundamental impactful encoding,1,91.86,0
139,PROD-191,Adaptive client-driven encoding,3,16.65,0.28
139,PROD-188,Programmable local archive,3,55.9,0.24
139,PROD-195,Enhanced composite interface,2,69.25,0
140,PROD-188,Programmable local archive,2,74.52,0.17
140,PROD-190,Reduced needs-based workforce,1,77.94,0.2
141,PROD-086,Balanced multi-state superstructure,1,65.53,0
142,PROD-104,Monitored user-facing moratorium,1,74.22,0
142,PROD-025,Fundamental zero administration workforce,2,117.29,0.04
142,PROD-176,Synergized interactive analyzer,3,22.4,0
142,PROD-014,Fundamental optimal definition,2,76.55,0
143,PROD-112,Profound executive model,1,37.3,0.02
144,PROD-048,Future-proofed human-resource service-desk,3,111.87,0
144,PROD-050,User-centric actuating portal,3,102.62,0
144,PROD-040,Seamless modular implementation,1,126.66,0
144,PROD-002,Fully-configurable leadingedge orchestration,3,123.29,0.12
145,PROD-108,Team-oriented asynchronous utilization,3,143.25,0.25
145,PROD-010,Reactive discrete groupware,3,55.68,0.04
145,PROD-001,Synchronized dedicated Graphical User Interface,3,96.17,0
145,PROD-199,Team-oriented grid-enabled success,1,74.85,0
145,PROD-195,Enhanced composite interface,2,63.29,0.02
146,PROD-069,Switchable stable synergy,3,145.74,0
146,PROD-123,Pre-emptive analyzing orchestration,1,100.67,0.25
146,PROD-114,Open-source directional budgetary management,2,16.66,0
146,PROD-184,Versatile disintermediate toolset,3,65.1,0
147,PROD-174,Adaptive maximized benchmark,3,102.43,0
147,PROD-198,Persevering systemic moderator,2,19.51,0.27
147,PROD-153,Re-engineered optimizing ability,2,26.26,0
147,PROD-074,Re-engineered neutral interface,3,46.01,0
147,PROD-075,Up-sized discrete database,3,18.71,0
148,PROD-070,Horizontal even-keeled budgetary management,2,89.92,0
148,PROD-020,Managed fresh-thinking protocol,2,138.65,0.06
148,PROD-197,Seamless zero-defect analyzer,2,68.32,0
149,PROD-154,Cross-platform coherent hardware,1,54.42,0.01
149,PROD-074,Re-engineered neutral interface,3,9.71,0.19
149,PROD-160,Customer-focused executive protocol,2,146.97,0
150,PROD-013,Persevering modular support,1,36.55,0
150,PROD-040,Seamless modular implementation,1,84.3,0
151,PROD-051,Focused radical infrastructure,1,98.66,0.01
151,PROD-162,Team-oriented full-range architecture,2,102.81,0
151,PROD-049,Public-key bandwidth-monitored encryption,2,120.42,0.03
151,PROD-019,Adaptive zero-defect portal,2,27.81,0
151,PROD-177,Front-line methodical attitude,1,65.49,0
152,PROD-162,Team-oriented full-range architecture,2,63.69,0.26
153,PROD-161,Reduced heuristic focus group,3,39.3,0
153,PROD-185,Multi-tiered secondary installation,1,146.98,0
153,PROD-140,Universal attitude-oriented Local Area Network,1,54.87,0
154,PROD-059,Monitored systemic contingency,2,135.8,0
154,PROD-079,Extended logistical collaboration,2,95.41,0
154,PROD-021,Implemented national analyzer,2,113.63,0
